begin,length,keep,changes_only,flags_bit,flags_name,format,endian,interval,precision,sign,scale,shift,name
115,1,,,,,FLOAT,,,10,,,,Bus_Voltage_Max_Over_Period
116,1,,,,,FLOAT,,,10,,,,Bus_Voltage_Min_Over_Period
117,1,,,,,INTEGER,,,,,,,Input_Power_Planned
118,1,,,,,FLOAT,,,10,,,,PSU_Output_Voltage_ORing
119,1,,,,,INTEGER,,,,,,,Region
120,1,,,,,FLAGS,,,,,,,Hardware_Signal
,,,,0,PSU_A0,,,,,,,,
,,,,1,PSU_A1,,,,,,,,
,,,,2,PSU_A2,,,,,,,,
,,,,3,Shelf_Addr_Int_A0,,,,,,,,
,,,,4,Shelf_Addr_Int_A1,,,,,,,,
,,,,5,Shelf_Addr_Int_A2,,,,,,,,
,,,,6,AC_Loss_L,,,,,,,,
,,,,7,Pulse_Mgmt_L,,,,,,,,
,,,,8,Sync_Stop,,,,,,,,
,,,,9,Sync_Start,,,,,,,,
,,,,10,Alert,,,,,,,,
,,,,11, Reset_Latch_Fault,,,,,,,,
,,,,12,PSKILL,,,,,,,,
121,1,,,,,INTEGER,,,,,,,AC_Loss_Count_Requested
122,1,,,,,INTEGER,,,,,,,Pulse_Mgmt_Count_Requested
124,1,,,,,INTEGER,,,,,,,Shelf_Location
125,1,,,,,INTEGER,,,,,,,Size_Module_Reg_Map
