G5,SCL8,SCU90[21]=1,GPIOK6,,
F3,SDA8,SCU90[21]=1,GPIOK7,,
U1,NCTS1,SCU84[16]=1,GPIOL0,,
T5,VPIDE,SCU90[5:4]!=0 & SCU84[17]=1,NDCD1,SCU84[17]=1,GPIOL1
U3,VPIODD,SCU90[5:4]!=0 & SCU84[18]=1,NDSR1,SCU84[18]=1,GPIOL2
V1,VPIHS,SCU90[5:4]!=0 & SCU84[19]=1,NRI1,SCU84[19]=1,GPIOL3
U4,VPIVS,SCU90[5:4]!=0 & SCU84[20]=1,NDTR1,SCU84[20]=1,GPIOL4
V2,VPICLK,SCU90[5:4]!=0 & SCU84[21]=1,NRTS1,SCU84[21]=1,GPIOL5
W1,VPIB0,SCU90[5:4]=11 & SCU84[22]=1,TXD1,SCU84[22]=1,GPIOL6
U5,VPIB1,SCU90[5:4]=11 & SCU84[23]=1,RXD1,SCU84[23]=1,GPIOL7
V3,VPIB2,SCU90[5:4]!=0 & SCU84[24]=1,NCTS2,SCU84[24]=1,GPIOM0
W2,VPIB3,SCU90[5:4]!=0 & SCU84[25]=1,NDCD2,SCU84[25]=1,GPIOM1
Y1,VPIB4,SCU90[5:4]!=0 & SCU84[26]=1,NDSR2,SCU84[26]=1,GPIOM2
V4,VPIB5,SCU90[5:4]!=0 & SCU84[27]=1,NRI2,SCU84[27]=1,GPIOM3
W3,VPIB6,SCU90[5:4]!=0 & SCU84[28]=1,NDTR2,SCU84[28]=1,GPIOM4
Y2,VPIB7,SCU90[5:4]!=0 & SCU84[29]=1,NRTS2,SCU84[29]=1,GPIOM5
AA1,VPIB8,SCU90[5:4]!=0 & SCU84[30]=1,TXD2,SCU84[30]=1,GPIOM6
V5,VPIB9,SCU90[5:4]!=0 & SCU84[31]=1,RXD2,SCU84[31]=1,GPIOM7
W4,VPIG0,SCU90[5:4]=11 & SCU88[0]=1,PWM0,SCU88[0]=1,GPION0
Y3,VPIG1,SCU90[5:4]=11 & SCU88[1]=1,PWM1,SCU88[1]=1,GPION1
AA2,VPIG2,SCU90[5:4]!=0 & SCU88[2]=1,PWM2,SCU88[2]=1,GPION2
AB1,VPIG3,SCU90[5:4]!=0 & SCU88[3]=1,PWM3,SCU88[3]=1,GPION3
,,,,,
W5,VPIG4,SCU90[5:4]!=0 & SCU88[4]=1,PWM4,SCU88[4]=1,GPION4
Y4,VPIG5,SCU90[5:4]!=0 & SCU88[5]=1,PWM5,SCU88[5]=1,GPION5
AA3,VPIG6,SCU90[5:4]=10 & SCU88[6]=1,PWM6,SCU88[6]=1,GPION6
AB2,VPIG7,SCU90[5:4]=10 & SCU88[7]=1,PWM7,SCU88[7]=1,GPION7
V6,VPIG8,SCU90[5:4]=10 & SCU88[8]=1,GPIOO0/TACH0,,
Y5,VPIG9,SCU90[5:4]=10 & SCU88[9]=1,GPIOO1/TACH1,,
AA4,VPIR0,SCU90[5:4]=11 & SCU88[10]=1,GPIOO2/TACH2,,
AB3,VPIR1,SCU90[5:4]=11 & SCU88[11]=1,GPIOO3/TACH3,,
W6,VPIR2,SCU90[5:4]=10 & SCU88[12]=1,GPIOO4/TACH4,,
AA5,VPIR3,SCU90[5:4]=10 & SCU88[13]=1,GPIOO5/TACH5,,
AB4,VPIR4,SCU90[5:4]=10 & SCU88[14]=1,GPIOO6/TACH6,,
V7,VPIR5,SCU90[5:4]=10 & SCU88[15]=1,GPIOO7/TACH7,,
Y6,VPIR6,SCU90[5:4]=10 & SCU88[16]=1,GPIOP0/TACH8,,
AB5,VPIR7,SCU90[5:4]=10 & SCU88[17]=1,GPIOP1/TACH9,,
W7,VPIR8,SCU90[5:4]=10 & SCU88[18]=1,GPIOP2/TACH10,,
AA6,VPIR9,SCU90[5:4]=10 & SCU88[19]=1,GPIOP3/TACH11,,
AA7,BMCINT,SCU88[22]=1,GPIOP6/TACH14,,
AB7,FLACK,SCU88[23]=1,GPIOP7/TACH15,,
D3,SCL3,SCU90[16]=1,GPIOQ0,,
C2,SDA3,SCU90[16]=1,GPIOQ1,,
B1,SCL4,SCU90[17]=1,GPIOQ2,,
F5,SDA4,SCU90[17]=1,GPIOQ3,,
H4,SCL14,SCU90[27]=1,GPIOQ4,,
H3,SDA14,SCU90[27]=1,GPIOQ5,,
H2,-,SCU90[28]=1,GPIOQ6,,
H1,-,SCU90[28]=1,GPIOQ7,,
V20,ROMCS1#,SCU88[24]=1,GPIOR0,,
W21,ROMCS2#,SCU88[25]=1,GPIOR1,,
,,,,,
Y22,ROMCS3#,SCU88[26]=1,GPIOR2,,
U19,ROMCS4#,SCU88[27]=1,GPIOR3,,
V21,ROMA24,SCU88[28]=1 & SCU94[1]=0,VPOR6,SCU88[28]=1 & SCU94[1]=1,GPIOR4
W22,ROMA25,SCU88[29]=1 & SCU94[1]=0,VPOR7,SCU88[29]=1 & SCU94[1]=1,GPIOR5
C6,MDC1,SCU88[30]=1,GPIOR6,  ,
A5,MDIO1,SCU88[31]=1,GPIOR7,  ,
U21,ROMD4,SCU8C[0]=1 & SCU94[1:0]=0,VPODE,SCU8C[0]=1 & SCU94[1:0]!=0,GPIOS0
T19,ROMD5,SCU8C[1]=1 & SCU94[1:0]=0,VPOHS,SCU8C[1]=1 & SCU94[1:0]!=0,GPIOS1
V22,ROMD6,SCU8C[2]=1 & SCU94[1:0]=0,VPOVS,SCU8C[2]=1 & SCU94[1:0]!=0,GPIOS2
U20,ROMD7,SCU8C[3]=1 & SCU94[1:0]=0,VPOCLK,SCU8C[3]=1 & SCU94[1:0]!=0,GPIOS3
R18,ROMOE#,SCU8C[4]=1,GPIOS4,  ,
N21,ROMWE#,SCU8C[5]=1,GPIOS5,  ,
L22,ROMA22,SCU8C[6]=1 & SCU94[1]=0,VPOR4,SCU8C[6]=1 & SCU94[1]=1,GPIOS6
K18,ROMA23,SCU8C[7]=1 & SCU94[1]=0,VPOR5,SCU8C[7]=1 & SCU94[1]=1,GPIOS7
A12,GPIOT0,SCUA0[0]=1,RMII1TXEN,Strap[6]=0,RGMII1TXCK
B12,GPIOT1,SCUA0[1]=1,-,Strap[6]=0,RGMII1TXCTL
C12,GPIOT2,SCUA0[2]=1,RMII1TXD0,Strap[6]=0,RGMII1TXD0
D12,GPIOT3,SCUA0[3]=1,RMII1TXD1,Strap[6]=0,RGMII1TXD1
E12,GPIOT4,SCUA0[4]=1,-,Strap[6]=0,RGMII1TXD2
A13,GPIOT5,SCUA0[5]=1,-,Strap[6]=0,RGMII1TXD3
D9,GPIOT6,SCUA0[6]=1,RMII2TXEN,Strap[7]=0,RGMII2TXCK
E9,GPIOT7,SCUA0[7]=1,-,Strap[7]=0,RGMII2TXCTL
A10,GPIOU0,SCUA0[8]=1,RMII2TXD0,Strap[7]=0,RGMII2TXD0
B10,GPIOU1,SCUA0[9]=1,RMII2TXD1,Strap[7]=0,RGMII2TXD1
C10,GPIOU2,SCUA0[10]=1,-,Strap[7]=0,RGMII2TXD2
D10,GPIOU3,SCUA0[11]=1,-,Strap[7]=0,RGMII2TXD3
E11,GPIOU4,SCUA0[12]=1,RMII1RCLK,Strap[6]=0,RGMII1RXCK
D11,GPIOU5,SCUA0[13]=1,-,Strap[6]=0,RGMII1RXCTL
,,,,,
C11,GPIOU6,SCUA0[14]=1,RMII1RXD0,Strap[6]=0,RGMII1RXD0
B11,GPIOU7,SCUA0[15]=1,RMII1RXD1,Strap[6]=0,RGMII1RXD1
A11,GPIOV0,SCUA0[16]=1,RMII1CRSDV,Strap[6]=0,RGMII1RXD2
E10,GPIOV1,SCUA0[17]=1,RMII1RXER,Strap[6]=0,RGMII1RXD3
C9,GPIOV2,SCUA0[18]=1,RMII2RCLK,Strap[7]=0,RGMII2RXCK
B9,GPIOV3,SCUA0[19]=1,-,Strap[7]=0,RGMII2RXCTL
A9,GPIOV4,SCUA0[20]=1,RMII2RXD0,Strap[7]=0,RGMII2RXD0
E8,GPIOV5,SCUA0[21]=1,RMII2RXD1,Strap[7]=0,RGMII2RXD1
D8,GPIOV6,SCUA0[22]=1,RMII2CRSDV,Strap[7]=0,RGMII2RXD2
C8,GPIOV7,SCUA0[23]=1,RMII2RXER,Strap[7]=0,RGMII2RXD3
L5,GPIW0,SCUA0[24]=1,ADC0,,
L4,GPIW1,SCUA0[25]=1,ADC1,,
L3,GPIW2,SCUA0[26]=1,ADC2,,
L2,GPIW3,SCUA0[27]=1,ADC3,,
L1,GPIW4,SCUA0[28]=1,ADC4,,
M5,GPIW5,SCUA0[29]=1,ADC5,,
M4,GPIW6,SCUA0[30]=1,ADC6,,
M3,GPIW7,SCUA0[31]=1,ADC7,,
M2,GPIX0,SCUA4[0]=1,ADC8,,
M1,GPIX1,SCUA4[1]=1,ADC9,,
N5,GPIX2,SCUA4[2]=1,ADC10,,
N4,GPIX3,SCUA4[3]=1,ADC11,,
N3,GPIX4,SCUA4[4]=1,ADC12,,
N2,GPIX5,SCUA4[5]=1,ADC13,,
N1,GPIX6,SCUA4[6]=1,ADC14,,
P5,GPIX7,SCUA4[7]=1,ADC15,,
C21,SIOS3#,SCUA4[8]=1 | Strap[19]=0,GPIOY0,,
F20,SIOS5#,SCUA4[9]=1 | Strap[19]=0,GPIOY1,,
,,,,,
G20,SIOPWREQ#,SCUA4[10]=1 | Strap[19]=0,GPIOY2,,
K20,SIOONCTRL#,SCUA4[11]=1 | Strap[19]=0,GPIOY3,,
R22,ROMA2,SCUA4[16]=1 & SCU94[1:0]=0,VPOB0,SCUA4[16]=1 & SCU94[1:0]!=0,GPIOZ0
P18,ROMA3,SCUA4[17]=1 & SCU94[1:0]=0,VPOB1,SCUA4[17]=1 & SCU94[1:0]!=0,GPIOZ1
P19,ROMA4,SCUA4[18]=1 & SCU94[1:0]=0,VPOB2,SCUA4[18]=1 & SCU94[1:0]!=0,GPIOZ2
P20,ROMA5,SCUA4[19]=1 & SCU94[1:0]=0,VPOB3,SCUA4[19]=1 & SCU94[1:0]!=0,GPIOZ3
P21,ROMA6,SCUA4[20]=1 & SCU94[1:0]=0,VPOB4,SCUA4[20]=1 & SCU94[1:0]!=0,GPIOZ4
P22,ROMA7,SCUA4[21]=1 & SCU94[1:0]=0,VPOB5,SCUA4[21]=1 & SCU94[1:0]!=0,GPIOZ5
M21,ROMA8,SCUA4[22]=1 & SCU94[1:0]=0,VPOB6,SCUA4[22]=1 & SCU94[1:0]!=0,GPIOZ6
M22,ROMA9,SCUA4[23]=1 & SCU94[1:0]=0,VPOB7,SCUA4[23]=1 & SCU94[1:0]!=0,GPIOZ7
L18,ROMA10,SCUA4[24]=1 & SCU94[1:0]=0,VPOG0,SCUA4[24]=1 & SCU94[1:0]!=0,GPIOAA0
L19,ROMA11,SCUA4[25]=1 & SCU94[1:0]=0,VPOG1,SCUA4[25]=1 & SCU94[1:0]!=0,GPIOAA1
L20,ROMA12,SCUA4[26]=1 & SCU94[1:0]=0,VPOG2,SCUA4[26]=1 & SCU94[1:0]!=0,GPIOAA2
L21,ROMA13,SCUA4[27]=1 & SCU94[1:0]=0,VPOG3,SCUA4[27]=1 & SCU94[1:0]!=0,GPIOAA3
T18,ROMA14,SCUA4[28]=1 & SCU94[1]=0,VPOG4,SCUA4[28]=1 & SCU94[1]=1,GPIOAA4
N18,ROMA15,SCUA4[29]=1 & SCU94[1]=0,VPOG5,SCUA4[29]=1 & SCU94[1]=1,GPIOAA5
N19,ROMA16,SCUA4[30]=1 & SCU94[1]=0,VPOG6,SCUA4[30]=1 & SCU94[1]=1,GPIOAA6
M19,ROMA17,SCUA4[31]=1 & SCU94[1]=0,VPOG7,SCUA4[31]=1 & SCU94[1]=1,GPIOAA7
M20,ROMA18,SCUA8[0]=1 & SCU94[1]=0,VPOR0,SCUA8[0]=1 & SCU94[1]=1,GPIOAB0
M18,ROMA19,SCUA8[1]=1 & SCU94[1]=0,VPOR1,SCUA8[1]=1 & SCU94[1]=1,GPIOAB1
N22,ROMA20,SCUA8[2]=1 & SCU94[1]=0,VPOR2,SCUA8[2]=1 & SCU94[1]=1,GPIOAB2
N20,ROMA21,SCUA8[3]=1 & SCU94[1]=0,VPOR3,SCUA8[3]=1 & SCU94[1]=1,GPIOAB3
K4,UB11_HDP2,SCU90[3]=1,UB11_DP,,
K3,UB11_HDN2,SCU90[3]=1,UB11_DN,,
AB21,USB2_HDP,SCU90[29]=1,USB2_DP,,
AB20,USB2_HDN,SCU90[29]=1,USB2_DN,,
