AA3,GPION5_PWM5_VPIG5,BI,RMON_RF_3,RackMon board signal
V4,GPIOP0_TACH8_VPIR6,Out,SCM_CPLD_HITLESS,Hitless upgrade enable. High active.
N4,GPIOJ3_SGPMI,Out,FCM_CPLD_JTAG_EN_N,CPLD JTAG upgrade enable. Low active
W5,GPIOP1_TACH9_VPIR7,Out,SMB_CPLD_HITLESS,Hitless upgrade enable. High active.
Y22,GPIOAA2_VPOR4_NORD2_SALT9,In,SYS_CPLD_INT_N,system CPLD interrupt
L2,GPIOJ1_SGPMLD,Out,SYS_CPLD_JTAG_EN_N,CPLD JTAG upgrade enable. Low active
V21,GPIOAA1_VPOR3_NORD1_SALT8,Out,SYS_CPLD_RST_N,Output to reset system CPLD
F18,GPIOE2_NDSR3,In,TH3_POWER_OK,TH3 power ok indication. High is power OK.
G22,GPIOAC7_ESPIRST*_LPCRST*,In,BMC_LPCRST_N,LPC
F21,GPIOAC5_ESPICS*_LFRAME*,In,SCM_LPC_FRAME_N,LPC
F22,GPIOAC6_ESPIALT*_LSIRQ*,In,SCM_LPC_SERIRQ_N,LPC
D8,GPIOR6_MDC1,BI,BCM_OOB_MDC,MDC
C13,GPIOA6_TIMER7_MDC2,BI,OOB_BMC_PHY_MDC,MDC
B13,GPIOA7_TIMER8_MDIO2,BI,OOB_BMC_PHY_MDIO,MDIO
E10,GPIOR7_MDIO1,Out,OOB_SW_MDIO,OOB_SW_MDIO#SCM_MDIO_BCM54616#OOB_MDI_PHY_MDIO#RACK_MON_GE_MDIO
AA19,GPIOR0_FWSPICS1*,Out,BMC_FW_SPI_CS1_N,AST_AA19
AB21,GPIOZ2_VPOG4_NORA2_SIOPBO*,Out,BMC_SPI_1_RST,SPI
Y20,GPIOZ0_VPOG2_NORA0_SIOPBI*,BI,BMC_SPI_1_WP_N,SPI
AA21,GPIOZ3_VPOG5_NORA3_SIOSCI*,Out,BMC_SPI_2_RST,SPI
AB20,GPIOZ1_VPOG3_NORA1_SIOPWRGD,BI,BMC_SPI_2_WP_N,SPI
C15,GPIOI5_SPI1CK_VBCK,Out,BMC_SPI1_CLK,SPI
B15,GPIOI4_SPI1CS0*_VBCS*,Out,BMC_SPI1_CS0,SPI
A15,GPIOI7_SPI1MISO_VBMISO,In,BMC_SPI1_MISO,SPI
A14,GPIOI6_SPI1MOSI_VBMOSI,Out,BMC_SPI1_MOSI,SPI
