R4,GPIOJ5_VGAVS,Out,BMC_FCM_CPLD_TCK,"FCM CPLD JTAG upgrade interface,BMC output to CPLD TCK"
R3,GPIOJ6_DDCCLK,Out,BMC_FCM_CPLD_TDI,"FCM CPLD JTAG upgrade interface,BMC output to CPLD TDI"
T3,GPIOJ7_DDCDAT,In,BMC_FCM_CPLD_TDO,"FCM CPLD JTAG upgrade interface,BMC input to CPLD TDO"
V2,GPION0_PWM0,Out,BMC_PIM1_9548_RST_N,
W2,GPION1_PWM1,Out,BMC_PIM2_9548_RST_N,
V3,GPION2_PWM2_VPIG2,Out,BMC_PIM3_9548_RST_N,
U3,GPION3_PWM3_VPIG3,Out,BMC_PIM4_9548_RST_N,
W3,GPION4_PWM4_VPIG4,Out,BMC_PIM5_9548_RST_N,
AA3,GPION5_PWM5_VPIG5,Out,BMC_PIM6_9548_RST_N,
Y3,GPION6_PWM6_VPIG6,Out,BMC_PIM7_9548_RST_N,
T4,GPION7_PWM7_VPIG7,Out,BMC_PIM8_9548_RST_N,
A19,GPIOG0_SGPS1CK,Out,BMC_CPLD_TDI,
E19,GPIOG1_SGPS1LD,Out,BMC_CPLD_TCK,
C19,GPIOG2_SGPS1I0,Out,BMC_CPLD_TMS,
E16,GPIOG3_SGPS1I1,In,BMC_CPLD_TDO,
E17,GPIOG4_SGPS2CK_SALT1,In,BMC_CPLD_BOARD_REV_ID0,"Board ID input bit0, resister straping, connect to both BMC and CPLD"
D16,GPIOG5_SGPS2LD_SALT2,In,BMC_CPLD_BOARD_REV_ID1,"Board ID input bit1, resister straping, connect to both BMC and CPLD"
D15,GPIOG6_SGPS2I0_SALT3,In,BMC_CPLD_BOARD_REV_ID2,"Board ID input bit2, resister straping, connect to both BMC and CPLD"
B15,GPIOI4_SPI1CS0_N_VBCS_N,Out,BMC_SPI1_CS0,
D13,GPIOA2_TIMER3_SPI1CS1_N,Out,BMC_SPI1_CS1,
C15,GPIOI5_SPI1CK_VBCK,Out,BMC_SPI1_CLK,
A14,GPIOI6_SPI1MOSI_VBMOSI,Out,BMC_SPI1_MOSI,
A15,GPIOI7_SPI1MISO_VBMISO,In,BMC_SPI1_MISO,
D19,GPIOE5_NRTS3,Out,BMC_LED_PWR_BLUE,"Power LED blue will be ON when LED_PWR_BLUE is high.
Power LED blue will be off when LED_PWR_BLUE is low"
F18,GPIOE2_NDSR3,In,TH3_PWR_OK,
E14,GPIOG7_SGPS2I1_SALT4,Out,BMC_SPI1_CS2,
D8,GPIOR6_MDC1,BI,BMC_SW_MDC1,MDC/MDIO to GE Switch
E10,GPIOR7_MDIO1,BI,BMC_SW_MDIO1,
N19,GPIOAB0_VPODE_NOROE_N,In,CPLD_INT_BMC,
